模型,层类型,算子名称,执行阶段,数据精度,测量类型,sweep轴,sweep取值,算子规模/shape,latency_us,TFLOPS,sglang入口,底层Kernel,实现类型,B200实测后端,备选实现,备注/发现
Kimi-K2.7,moe,MoE Gate (fused topk),Decode,FP32,sweep,decode_B,1,"[1,384] topk=8",51.81,,mlp.gate -> topk,sgl_kernel.kimi_k2_moe_fused_gate,CUDA,sgl_kernel.kimi_k2_moe_fused_gate,,sweep op=MoE Gate (fused)
Kimi-K2.7,moe,MoE Gate (fused topk),Decode,FP32,sweep,decode_B,2,"[2,384] topk=8",51.87,,mlp.gate -> topk,sgl_kernel.kimi_k2_moe_fused_gate,CUDA,sgl_kernel.kimi_k2_moe_fused_gate,,sweep op=MoE Gate (fused)
Kimi-K2.7,moe,MoE Gate (fused topk),Decode,FP32,sweep,decode_B,4,"[4,384] topk=8",51.86,,mlp.gate -> topk,sgl_kernel.kimi_k2_moe_fused_gate,CUDA,sgl_kernel.kimi_k2_moe_fused_gate,,sweep op=MoE Gate (fused)
Kimi-K2.7,moe,MoE Gate (fused topk),Decode,FP32,sweep,decode_B,8,"[8,384] topk=8",51.84,,mlp.gate -> topk,sgl_kernel.kimi_k2_moe_fused_gate,CUDA,sgl_kernel.kimi_k2_moe_fused_gate,,sweep op=MoE Gate (fused)
Kimi-K2.7,moe,MoE Gate (fused topk),Decode,FP32,sweep,decode_B,16,"[16,384] topk=8",52.18,,mlp.gate -> topk,sgl_kernel.kimi_k2_moe_fused_gate,CUDA,sgl_kernel.kimi_k2_moe_fused_gate,,sweep op=MoE Gate (fused)
Kimi-K2.7,moe,MoE Gate (fused topk),Decode,FP32,sweep,decode_B,32,"[32,384] topk=8",52.11,,mlp.gate -> topk,sgl_kernel.kimi_k2_moe_fused_gate,CUDA,sgl_kernel.kimi_k2_moe_fused_gate,,sweep op=MoE Gate (fused)
Kimi-K2.7,moe,MoE Gate (fused topk),Decode,FP32,sweep,decode_B,64,"[64,384] topk=8",52.25,,mlp.gate -> topk,sgl_kernel.kimi_k2_moe_fused_gate,CUDA,sgl_kernel.kimi_k2_moe_fused_gate,,sweep op=MoE Gate (fused)
Kimi-K2.7,moe,MoE Gate (fused topk),Decode,FP32,sweep,decode_B,128,"[128,384] topk=8",52.25,,mlp.gate -> topk,sgl_kernel.kimi_k2_moe_fused_gate,CUDA,sgl_kernel.kimi_k2_moe_fused_gate,,sweep op=MoE Gate (fused)
Kimi-K2.7,moe,MoE Gate (fused topk),Decode,FP32,sweep,decode_B,256,"[256,384] topk=8",52.79,,mlp.gate -> topk,sgl_kernel.kimi_k2_moe_fused_gate,CUDA,sgl_kernel.kimi_k2_moe_fused_gate,,sweep op=MoE Gate (fused)
Kimi-K2.7,dense_ffn,SwiGLU act (dense),Prefill,BF16,reference,,ref,"[16384,4608]->[16384,2304]",146.58,,mlp.act_fn,sgl_kernel.silu_and_mul,CUDA,silu_and_mul,silu_and_mul_contig_post_quant (融合量化),补测: dense FFN 激活 || sweep prefill_M[512..32768]: 51–245us (见kimi_k27_sweeps.csv)
Kimi-K2.7,dense_ffn,SwiGLU act (dense),Prefill,BF16,sweep,prefill_M,512,"[512,4608]->[512,2304]",51.03,,mlp.act_fn,sgl_kernel.silu_and_mul,CUDA,sgl_kernel.silu_and_mul,,sweep op=SwiGLU dense
Kimi-K2.7,dense_ffn,SwiGLU act (dense),Prefill,BF16,sweep,prefill_M,1024,"[1024,4608]->[1024,2304]",52.32,,mlp.act_fn,sgl_kernel.silu_and_mul,CUDA,sgl_kernel.silu_and_mul,,sweep op=SwiGLU dense
Kimi-K2.7,dense_ffn,SwiGLU act (dense),Prefill,BF16,sweep,prefill_M,2048,"[2048,4608]->[2048,2304]",54.99,,mlp.act_fn,sgl_kernel.silu_and_mul,CUDA,sgl_kernel.silu_and_mul,,sweep op=SwiGLU dense
Kimi-K2.7,dense_ffn,SwiGLU act (dense),Prefill,BF16,sweep,prefill_M,4096,"[4096,4608]->[4096,2304]",60.31,,mlp.act_fn,sgl_kernel.silu_and_mul,CUDA,sgl_kernel.silu_and_mul,,sweep op=SwiGLU dense
Kimi-K2.7,dense_ffn,SwiGLU act (dense),Prefill,BF16,sweep,prefill_M,8192,"[8192,4608]->[8192,2304]",74.19,,mlp.act_fn,sgl_kernel.silu_and_mul,CUDA,sgl_kernel.silu_and_mul,,sweep op=SwiGLU dense
Kimi-K2.7,dense_ffn,SwiGLU act (dense),Prefill,BF16,sweep,prefill_M,16384,"[16384,4608]->[16384,2304]",148.21,,mlp.act_fn,sgl_kernel.silu_and_mul,CUDA,sgl_kernel.silu_and_mul,,sweep op=SwiGLU dense
Kimi-K2.7,dense_ffn,SwiGLU act (dense),Prefill,BF16,sweep,prefill_M,32768,"[32768,4608]->[32768,2304]",244.91,,mlp.act_fn,sgl_kernel.silu_and_mul,CUDA,sgl_kernel.silu_and_mul,,sweep op=SwiGLU dense
Kimi-K2.7,dense_ffn,SwiGLU act (dense),Decode,BF16,reference,,ref,"[16,4608]->[16,2304]",49.89,,mlp.act_fn,sgl_kernel.silu_and_mul,CUDA,silu_and_mul,-,补测; ~49us decode 为启动开销地板(M=16)，非算子瓶颈
Kimi-K2.7,moe,SwiGLU act (moe grouped),Prefill,BF16,reference,,ref,"[196608,512]->[196608,256]",445.74,,experts.act_fn,sgl_kernel.silu_and_mul,CUDA,silu_and_mul,silu_and_mul_masked_post_quant_fwd,补测: MoE 专家激活 (m_sum=384x512)
Kimi-K2.7,moe,SwiGLU act (moe masked),Decode,BF16,reference,,ref,"[1024,2048]->[1024,1024]",50.86,,experts.act_fn,sgl_kernel.silu_and_mul,CUDA,silu_and_mul_masked_post_quant_fwd,-,补测; masked padded; ~49us decode 为启动开销地板(M=16)，非算子瓶颈
Kimi-K2.7,all_layers,Act FP8 quant (hidden),Prefill,BF16->FP8,reference,,ref,"[16384,7168] group=128",158.04,,(pre-GEMM 量化),sglang_per_token_group_quant_fp8,CUDA,"per_token_group_quant_fp8 (UE8M0, col-major)",scaled_fp8_quant,补测: 每个FP8 GEMM前的激活量化(不含在GEMM计时内) || sweep prefill_M[512..32768]: 51–269us (见kimi_k27_sweeps.csv) || 发现: 每个FP8 GEMM前都跑；不含在round-1 GEMM计时内，真实op≈quant+GEMM
Kimi-K2.7,all_layers,Act FP8 quant (hidden),Prefill,BF16->FP8,sweep,prefill_M,512,"[512,7168] group=128",50.58,,(pre-GEMM 量化),sglang_per_token_group_quant_fp8,CUDA,sglang_per_token_group_quant_fp8 (UE8M0),,sweep op=Act FP8 quant
Kimi-K2.7,all_layers,Act FP8 quant (hidden),Prefill,BF16->FP8,sweep,prefill_M,1024,"[1024,7168] group=128",52.84,,(pre-GEMM 量化),sglang_per_token_group_quant_fp8,CUDA,sglang_per_token_group_quant_fp8 (UE8M0),,sweep op=Act FP8 quant
Kimi-K2.7,all_layers,Act FP8 quant (hidden),Prefill,BF16->FP8,sweep,prefill_M,2048,"[2048,7168] group=128",56.67,,(pre-GEMM 量化),sglang_per_token_group_quant_fp8,CUDA,sglang_per_token_group_quant_fp8 (UE8M0),,sweep op=Act FP8 quant
Kimi-K2.7,all_layers,Act FP8 quant (hidden),Prefill,BF16->FP8,sweep,prefill_M,4096,"[4096,7168] group=128",64.15,,(pre-GEMM 量化),sglang_per_token_group_quant_fp8,CUDA,sglang_per_token_group_quant_fp8 (UE8M0),,sweep op=Act FP8 quant
Kimi-K2.7,all_layers,Act FP8 quant (hidden),Prefill,BF16->FP8,sweep,prefill_M,8192,"[8192,7168] group=128",79.53,,(pre-GEMM 量化),sglang_per_token_group_quant_fp8,CUDA,sglang_per_token_group_quant_fp8 (UE8M0),,sweep op=Act FP8 quant
Kimi-K2.7,all_layers,Act FP8 quant (hidden),Prefill,BF16->FP8,sweep,prefill_M,16384,"[16384,7168] group=128",159.46,,(pre-GEMM 量化),sglang_per_token_group_quant_fp8,CUDA,sglang_per_token_group_quant_fp8 (UE8M0),,sweep op=Act FP8 quant
Kimi-K2.7,all_layers,Act FP8 quant (hidden),Prefill,BF16->FP8,sweep,prefill_M,32768,"[32768,7168] group=128",268.9,,(pre-GEMM 量化),sglang_per_token_group_quant_fp8,CUDA,sglang_per_token_group_quant_fp8 (UE8M0),,sweep op=Act FP8 quant
Kimi-K2.7,all_layers,Act FP8 quant (hidden),Decode,BF16->FP8,reference,,ref,"[16,7168] group=128",48.99,,(pre-GEMM 量化),sglang_per_token_group_quant_fp8,CUDA,per_token_group_quant_fp8,scaled_fp8_quant,补测; decode每步都跑; ~49us decode 为启动开销地板(M=16)，非算子瓶颈
Kimi-K2.7,dense_ffn,Act FP8 quant (dense-down-in),Decode,BF16->FP8,reference,,ref,"[16,2304] group=128",48.99,,(down_proj 前量化),sglang_per_token_group_quant_fp8,CUDA,per_token_group_quant_fp8,-,补测; ~49us decode 为启动开销地板(M=16)，非算子瓶颈
Kimi-K2.7,moe,MoE Combine (moe_sum),Prefill,BF16,reference,,ref,"[16384,8,7168]->[16384,7168]",1233.41,,experts (topk 加权求和),sgl_kernel.moe_sum,CUDA,moe_sum,moe_sum_reduce_triton / torch.compile,补测: top-8 专家输出加权归约 + 共享/routed_scaling || sweep prefill_M[512..32768]: 64–2779us (见kimi_k27_sweeps.csv) || 发现: prefill每token代价最陡(32k=2779us)，主要prefill优化目标
Kimi-K2.7,moe,MoE Combine (moe_sum),Prefill,BF16,sweep,prefill_M,512,"[512,8,7168]->[512,7168]",63.91,,experts (topk 加权求和),sgl_kernel.moe_sum,CUDA,sgl_kernel.moe_sum,,sweep op=MoE Combine (moe_sum)
Kimi-K2.7,moe,MoE Combine (moe_sum),Prefill,BF16,sweep,prefill_M,1024,"[1024,8,7168]->[1024,7168]",85.38,,experts (topk 加权求和),sgl_kernel.moe_sum,CUDA,sgl_kernel.moe_sum,,sweep op=MoE Combine (moe_sum)
Kimi-K2.7,moe,MoE Combine (moe_sum),Prefill,BF16,sweep,prefill_M,2048,"[2048,8,7168]->[2048,7168]",168.8,,experts (topk 加权求和),sgl_kernel.moe_sum,CUDA,sgl_kernel.moe_sum,,sweep op=MoE Combine (moe_sum)
Kimi-K2.7,moe,MoE Combine (moe_sum),Prefill,BF16,sweep,prefill_M,4096,"[4096,8,7168]->[4096,7168]",336.08,,experts (topk 加权求和),sgl_kernel.moe_sum,CUDA,sgl_kernel.moe_sum,,sweep op=MoE Combine (moe_sum)
Kimi-K2.7,moe,MoE Combine (moe_sum),Prefill,BF16,sweep,prefill_M,8192,"[8192,8,7168]->[8192,7168]",619.28,,experts (topk 加权求和),sgl_kernel.moe_sum,CUDA,sgl_kernel.moe_sum,,sweep op=MoE Combine (moe_sum)
Kimi-K2.7,moe,MoE Combine (moe_sum),Prefill,BF16,sweep,prefill_M,16384,"[16384,8,7168]->[16384,7168]",1235.82,,experts (topk 加权求和),sgl_kernel.moe_sum,CUDA,sgl_kernel.moe_sum,,sweep op=MoE Combine (moe_sum)
Kimi-K2.7,moe,MoE Combine (moe_sum),Prefill,BF16,sweep,prefill_M,32768,"[32768,8,7168]->[32768,7168]",2778.94,,experts (topk 加权求和),sgl_kernel.moe_sum,CUDA,sgl_kernel.moe_sum,,sweep op=MoE Combine (moe_sum)
Kimi-K2.7,moe,MoE Combine (moe_sum),Decode,BF16,reference,,ref,"[16,8,7168]->[16,7168]",50.86,,experts (topk 加权求和),sgl_kernel.moe_sum,CUDA,moe_sum,moe_sum_reduce,补测; ~49us decode 为启动开销地板(M=16)，非算子瓶颈
Kimi-K2.7,mla,KV_b absorb BMM (H=64),Decode,BF16,reference,,ref,"[16,64,128]x[64,128,512]",50.25,2.67,w_kc (from kv_b),torch.bmm,cuBLAS,torch.bmm bf16,sgl_kernel.bmm_fp8,修正: CSV原行用H=8; DP decode 实为全部64头 (~8x) || sweep decode_B[1..256]: 50–54us (见kimi_k27_sweeps.csv)
Kimi-K2.7,mla,KV_b absorb BMM (H=64),Decode,BF16,sweep,decode_B,1,"[1,64,128]x[64,128,512]",50.25,0.17,w_kc (from kv_b),torch.bmm,cuBLAS,torch.bmm bf16,,sweep op=KV_b absorb BMM H=64
Kimi-K2.7,mla,KV_b absorb BMM (H=64),Decode,BF16,sweep,decode_B,2,"[2,64,128]x[64,128,512]",50.3,0.33,w_kc (from kv_b),torch.bmm,cuBLAS,torch.bmm bf16,,sweep op=KV_b absorb BMM H=64
Kimi-K2.7,mla,KV_b absorb BMM (H=64),Decode,BF16,sweep,decode_B,4,"[4,64,128]x[64,128,512]",50.31,0.67,w_kc (from kv_b),torch.bmm,cuBLAS,torch.bmm bf16,,sweep op=KV_b absorb BMM H=64
Kimi-K2.7,mla,KV_b absorb BMM (H=64),Decode,BF16,sweep,decode_B,8,"[8,64,128]x[64,128,512]",50.18,1.34,w_kc (from kv_b),torch.bmm,cuBLAS,torch.bmm bf16,,sweep op=KV_b absorb BMM H=64
Kimi-K2.7,mla,KV_b absorb BMM (H=64),Decode,BF16,sweep,decode_B,16,"[16,64,128]x[64,128,512]",50.41,2.66,w_kc (from kv_b),torch.bmm,cuBLAS,torch.bmm bf16,,sweep op=KV_b absorb BMM H=64
Kimi-K2.7,mla,KV_b absorb BMM (H=64),Decode,BF16,sweep,decode_B,32,"[32,64,128]x[64,128,512]",51.07,5.26,w_kc (from kv_b),torch.bmm,cuBLAS,torch.bmm bf16,,sweep op=KV_b absorb BMM H=64
Kimi-K2.7,mla,KV_b absorb BMM (H=64),Decode,BF16,sweep,decode_B,64,"[64,64,128]x[64,128,512]",50.8,10.57,w_kc (from kv_b),torch.bmm,cuBLAS,torch.bmm bf16,,sweep op=KV_b absorb BMM H=64
Kimi-K2.7,mla,KV_b absorb BMM (H=64),Decode,BF16,sweep,decode_B,128,"[128,64,128]x[64,128,512]",51.69,20.77,w_kc (from kv_b),torch.bmm,cuBLAS,torch.bmm bf16,,sweep op=KV_b absorb BMM H=64
Kimi-K2.7,mla,KV_b absorb BMM (H=64),Decode,BF16,sweep,decode_B,256,"[256,64,128]x[64,128,512]",53.5,40.14,w_kc (from kv_b),torch.bmm,cuBLAS,torch.bmm bf16,,sweep op=KV_b absorb BMM H=64
Kimi-K2.7,mla,V absorb BMM (H=64),Decode,BF16,reference,,ref,"[16,64,512]x[64,512,128]",50.29,2.67,w_vc (from kv_b),torch.bmm,cuBLAS,torch.bmm bf16,sgl_kernel.bmm_fp8,修正: CSV原行用H=8; DP decode 实为全部64头 (~8x)
Kimi-K2.7,all_layers,FUSION: RMSNorm+FP8量化,both,BF16→FP8,fusion_opportunity,,T1,fused_add_rmsnorm ⊕ per_token_group_quant_fp8,158,,forward_mla.py:231 / layernorm.py,(拟建) fused RMSNorm+fp8 quant,机会,AMD参考: fused_rms_fp8_group_quant,Med,norm出bf16后每个FP8 GEMM前单独量化; 融合省1核+1次hidden往返; 最大最稳收益
Kimi-K2.7,moe,FUSION: moe_sum+routed_scaling+shared_add,both(prefill重),BF16,fusion_opportunity,,T1,moe_sum ⊕ x.add_(scaling) ⊕ shared_output add,1233,,deepseek_v2.py:1548-1560,(拟建) moe_sum epilogue融合,机会,sgl_kernel.moe_sum(现),Med,combine后另有2次elementwise pass; 折入moe_sum尾声; prefill每token代价最陡
Kimi-K2.7,mla,FUSION: q_a+kv_a 双RMSNorm,both,BF16,fusion_opportunity,,T2,q_a_layernorm(1536) ⊕ kv_a_layernorm(512),50,,forward_mla.py:231-232,(拟建) dual-RMSNorm,机会,AMD参考: fused_qk_rmsnorm_bf16,Low-Med,CUDA上是2次rmsnorm(仅stream overlap); 合1核; 与#1合成 norm+quant 单核
Kimi-K2.7,mla,FUSION: RoPE+KV cache写入,both,BF16,fusion_opportunity,,T2,rotary_emb ⊕ set_kv_buffer,49,,forward_mla.py:418,"fused_qk_rope_reshape_and_cache(已有,未接线)",机会,现: rope与set_kv_buffer分离,Med,"该核已存在但未接入CUDA forward_mla; trtllm decode已内融rope+quant, 本项针对prefill"
Kimi-K2.7,mla,FUSION: K路 norm+RoPE,prefill,BF16,fusion_opportunity,,T2,kv_a_layernorm(k_nope) ⊕ rope(k_pe),54,,forward_mla.py,"fused_qk_norm_rope(已有,未用)",机会,现: 分离,Med(部分),K侧相邻可融; Q侧被q_b_proj GEMM隔开只能部分
Kimi-K2.7,mla,"FUSION: 吸收BMM对(w_kc,w_vc)",decode,BF16,fusion_opportunity,,T3,torch.bmm(w_kc) ⊕ torch.bmm(w_vc),50,,forward_mla.py:372-397,(拟建) batched/grouped BMM 或并入attn epilogue,机会,bmm_fp8(量化变体已有),High,两次bmm夹注意力核; 合并省launch; 正确性敏感
Kimi-K2.7,moe,FUSION: gate GEMM+topk 协同,decode,BF16/FP32,fusion_opportunity,,T3,mlp.gate GEMM ⊕ kimi_k2_moe_fused_gate,110,,deepseek_v2.py:354,(拟建) gemm+topk epilogue,机会,现: 背靠背两核,Low,58+52us 背靠背小核; decode launch-bound only
Kimi-K2.7,mla,FUSED: Q_a+KV_a 投影,both,FP8 W8A8,fusion_opportunity,,已融合,Q_a proj ⊕ KV_a proj ⊕ mqa,,,deepseek_v2.py,fused_qkv_a_proj_with_mqa,已融合,单GEMM,-,"现状: 已融合, 勿重复提"
Kimi-K2.7,all_layers,FUSED: 残差add+RMSNorm,both,BF16,fusion_opportunity,,已融合,residual add ⊕ rmsnorm,,,layernorm.py,fused_add_rmsnorm,已融合,-,-,现状: 已融合
Kimi-K2.7,moe,FUSED: 路由 gate+sigmoid+biased topk,both,FP32,fusion_opportunity,,已融合,sigmoid ⊕ biased grouped topk,,,topk.py,kimi_k2_moe_fused_gate,已融合,Kimi专用,-,现状: 已融合
Kimi-K2.7,moe,FUSED: SwiGLU+FP8量化(down输入),both,BF16→FP8,fusion_opportunity,,已融合,silu_and_mul ⊕ per-token fp8 quant,,,deepseek_v2.py:336,silu_and_mul_contig/masked_post_quant,已融合,-,-,现状: 已融合(act+quant)
Kimi-K2.7,mla,FUSED: 最小延迟 fused-a (M≤16),decode,BF16,fusion_opportunity,,已融合,Q_a/KV_a fused-a GEMM,,,deepseek_v2.py:1485,dsv3_fused_a_gemm,已融合,-,-,现状: 已融合
Kimi-K2.7,moe,OVERLAP: 共享专家∥dispatch/combine; q_a∥kv_a norm,both,-,fusion_opportunity,,重叠非融合,alt_stream overlap,,,deepseek_v2.py / forward_mla.py,alt_stream (stream overlap),重叠,-,-,现状: 是流重叠而非核融合
Kimi-K2.7,mla,KV-cache store (MLA),prefill,BF16,recovered,,,n_loc=16384 row=512+64,51.69,,attn_backend.set_mla_kv_buffer,set_mla_kv_buffer_triton [JIT CUDA (n>=768)],CUDA/Triton,set_mla_kv_buffer_triton [JIT CUDA (n>=768)],,"每层写KV latent入paged pool; n>=768走JIT CUDA(bulk cp.async), 否则Triton"
Kimi-K2.7,mla,KV-cache store (MLA),decode,BF16,recovered,,,n_loc=16 row=512+64,51.33,,attn_backend.set_mla_kv_buffer,set_mla_kv_buffer_triton [Triton],CUDA/Triton,set_mla_kv_buffer_triton [Triton],,"每层写KV latent入paged pool; n>=768走JIT CUDA(bulk cp.async), 否则Triton"
Kimi-K2.7,moe,MoE scale TMA-align,prefill,FP32,recovered,,,"[16384,56]",100.9,,moe_runner/deep_gemm.py,tma_align_input_scale (Triton),Triton,tma_align_input_scale (Triton),,deepgemm路径每MoE层对齐激活scale为mn-major TMA布局
Kimi-K2.7,moe,MoE scale TMA-align,decode,FP32,recovered,,,"[16,56]",52.17,,moe_runner/deep_gemm.py,tma_align_input_scale (Triton),Triton,tma_align_input_scale (Triton),,deepgemm路径每MoE层对齐激活scale为mn-major TMA布局
Kimi-K2.7,output,Sampler softmax,decode,FP32,recovered,,,"[16,163840]",154.39,,sampler.py,torch.softmax,torch,torch.softmax,,"采样前对logits[B,vocab]做softmax; 每step一次"
Kimi-K2.7,output,Sampler greedy (argmax),decode,FP32,recovered,,,"[16,163840]",106.89,,sampler.py:128,torch.argmax,torch,torch.argmax,,greedy采样; 每step一次
Kimi-K2.7,output,Sampler top_k_top_p,decode,FP32,recovered,,,"[16,163840] k=50 p=0.9",245.94,,sampler.py:31,flashinfer.top_k_top_p_sampling_from_probs,CUDA(flashinfer),flashinfer.top_k_top_p_sampling_from_probs,,"top-k/top-p采样; 每step一次; B=256达907us, 与整层compute同量级"
Kimi-K2.7,output,Sampler softmax,decode,FP32,recovered,,,"[256,163840]",269.08,,sampler.py,torch.softmax,torch,torch.softmax,,"采样前对logits[B,vocab]做softmax; 每step一次"
Kimi-K2.7,output,Sampler greedy (argmax),decode,FP32,recovered,,,"[256,163840]",154.94,,sampler.py:128,torch.argmax,torch,torch.argmax,,greedy采样; 每step一次
Kimi-K2.7,output,Sampler top_k_top_p,decode,FP32,recovered,,,"[256,163840] k=50 p=0.9",907.26,,sampler.py:31,flashinfer.top_k_top_p_sampling_from_probs,CUDA(flashinfer),flashinfer.top_k_top_p_sampling_from_probs,,"top-k/top-p采样; 每step一次; B=256达907us, 与整层compute同量级"
Kimi-K2.7,moe,GAP: MoE token permute (ep_scatter/ep_gather),both,FP8/BF16,identified_gap,,,ep_scatter/ep_gather/deepep_post_reorder/compute_seg_indptr,,,"ep_moe/kernels.py:838,988",ep_scatter/ep_gather/deepep_post_reorder/compute_seg_indptr,识别未测,,,每MoE层为contiguous grouped GEMM排序/回散token; 需DeepEP dispatch上下文喂真实输入才能忠实测
Kimi-K2.7,all_layers,GAP: TP/DP/EP 集合通信,both,-,identified_gap,,,all_reduce(TP) / all_gather+reduce_scatter(DP attn) / all2all(EP),,,distributed layers,all_reduce(TP) / all_gather+reduce_scatter(DP attn) / all2all(EP),识别未测(多卡),,,非单卡单算子; 需多卡拓扑; decode常是显著占比
Kimi-K2.7,nextn,GAP: MTP/NextN 草稿层,both,混合,identified_gap,,,额外1层 attention+MoE + embed/head 共享,,,deepseek_nextn.py / kimi_k25_eagle3.py,额外1层 attention+MoE + embed/head 共享,识别未测,,,仅在开启投机解码时生效; 整条额外前向路径
Kimi-K2.7,output,GAP: 注意力侧 KV FP8量化,decode,BF16->FP8,identified_gap,,,"scaled_fp8_quant(k,v) trtllm路径",,,"trtllm_mla_backend.py:74,86","scaled_fp8_quant(k,v) trtllm路径",识别未测,,,"trtllm FP8 KV cache时的per-tensor量化; 与act-quant同族, 基本覆盖"
Kimi-K2.7,mla,KV-cache FP8 quant,prefill,BF16->FP8,recovered,,,"[16384,576]",53.81,,trtllm_mla_backend.py:74,scaled_fp8_quant (per-tensor),CUDA,scaled_fp8_quant (per-tensor),,trtllm FP8 KV-cache时对k(压缩latent576)做per-tensor量化; 前几轮遗漏
Kimi-K2.7,mla,KV-cache FP8 quant,decode,BF16->FP8,recovered,,,"[16,576]",49.1,,trtllm_mla_backend.py:74,scaled_fp8_quant (per-tensor),CUDA,scaled_fp8_quant (per-tensor),,trtllm FP8 KV-cache时对k(压缩latent576)做per-tensor量化; 前几轮遗漏
Kimi-K2.7,moe,MoE masked 8bit quant (fused silu+quant),decode,BF16->FP8,recovered,,,"[8,128,2048] masked_m=16",49.4,,moe_runner/deep_gemm.py,sglang_per_token_group_quant_8bit,Triton,sglang_per_token_group_quant_8bit,,MoE decode down输入: silu+8bit量化融合(=silu_and_mul_masked_post_quant); 之前仅并入silu计
Kimi-K2.7,moe,MoE masked 8bit quant (quant only),decode,BF16->FP8,recovered,,,"[8,128,2048] masked_m=16",49.99,,fp8_kernel.py:687,sglang_per_token_group_quant_8bit,Triton,sglang_per_token_group_quant_8bit,,同上但不融silu; 量化本体成本
